geracao; tamanhoAntesOP; tamanhoDepoisOP; quantidadeCruzados; taxaCruzamento; taxaMutacao; Nummutacao; NumElitismo; melhor; media;
1; 20; 21; 12; 0.2; 0.3; 10; 21; [1, 2, 5, 10, 14, 13, 15, 20] - 35; 49;
2; 21; 16; 4; 0.2; 0.3; 8; 17; [1, 2, 5, 10, 14, 13, 15, 20] - 35; 48;
3; 16; 17; 10; 0.6; 0.3; 8; 17; [1, 2, 5, 10, 14, 13, 15, 20] - 35; 48;
4; 17; 18; 10; 0.6; 0.3; 9; 18; [1, 2, 4, 11, 14, 15, 20] - 34; 54;
5; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 5, 10, 13, 19, 20] - 33; 49;
6; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 5, 10, 13, 19, 20] - 33; 53;
7; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 2, 5, 12, 19, 20] - 32; 46;
8; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 5, 12, 13, 19, 20] - 30; 44;
9; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 5, 12, 19, 20] - 32; 50;
10; 18; 18; 10; 0.6; 0.3; 9; 19; [1, 3, 5, 12, 19, 20] - 32; 49;

